Filename,FullPath,Label,Malware_Class
2e850cb2a1d06d2665601cefd88802ff99905de8bc4ea348ea051d4886e780ee,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\2e850cb2a1d06d2665601cefd88802ff99905de8bc4ea348ea051d4886e780ee,malware,Win32.EarthKrahang_20240404
35f16e469047cf4ef78f87a616d26ec09e3d6a3d7a51415ea34805549a41dcfa,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\35f16e469047cf4ef78f87a616d26ec09e3d6a3d7a51415ea34805549a41dcfa,malware,Win32.EarthKrahang_20240404
3f0aa01ed70bc2ab29557521a65476ec2ff2c867315067cc8a5937d63bcbe815,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\3f0aa01ed70bc2ab29557521a65476ec2ff2c867315067cc8a5937d63bcbe815,malware,Win32.EarthKrahang_20240404
4529f3751102e7c0a6ec05c6a987d0cc5edc08f75f287dd6ac189abbd1282014,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\4529f3751102e7c0a6ec05c6a987d0cc5edc08f75f287dd6ac189abbd1282014,malware,Win32.EarthKrahang_20240404
484578b6e7e427a151c309bdc00c90b1c0faf25a8581cace55e2c25ec34056e0,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\484578b6e7e427a151c309bdc00c90b1c0faf25a8581cace55e2c25ec34056e0,malware,Win32.EarthKrahang_20240404
4cb020a66fdbc99b0bce2ae24d5684685e2b1e9219fbdfda56b3aace4e8d5f66,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\4cb020a66fdbc99b0bce2ae24d5684685e2b1e9219fbdfda56b3aace4e8d5f66,malware,Win32.EarthKrahang_20240404
50cdd2397836d33a8dc285ed421d9b7cc69e38ba0421638235206fd466299dab,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\50cdd2397836d33a8dc285ed421d9b7cc69e38ba0421638235206fd466299dab,malware,Win32.EarthKrahang_20240404
521b3add2ab6cee5a5cfd53b78e08ef2214946393d2a156c674606528b05763a,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\521b3add2ab6cee5a5cfd53b78e08ef2214946393d2a156c674606528b05763a,malware,Win32.EarthKrahang_20240404
57f64f170dfeaa1150493ed3f63ea6f1df3ca71ad1722e12ac0f77744fb1a829,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\57f64f170dfeaa1150493ed3f63ea6f1df3ca71ad1722e12ac0f77744fb1a829,malware,Win32.EarthKrahang_20240404
5a32bf21904387d469d4f8cdaff46048e99666fc9b4d74872af9379df7979bfe,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\5a32bf21904387d469d4f8cdaff46048e99666fc9b4d74872af9379df7979bfe,malware,Win32.EarthKrahang_20240404
5a6a0e01949799dc72c030b4ad8149446624dcd9645ba3eefda981c3fda26472,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\5a6a0e01949799dc72c030b4ad8149446624dcd9645ba3eefda981c3fda26472,malware,Win32.EarthKrahang_20240404
5b17bc2a89727700f94570b0dddc12b315db34dbbd79186177167abbb173cee5,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\5b17bc2a89727700f94570b0dddc12b315db34dbbd79186177167abbb173cee5,malware,Win32.EarthKrahang_20240404
5e1839fed3562d559166f7f9d3e388cdd21da83b67ccb70fa4121825b91469d6,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\5e1839fed3562d559166f7f9d3e388cdd21da83b67ccb70fa4121825b91469d6,malware,Win32.EarthKrahang_20240404
67ad30c3359b377d1964a5add97d2dc96b855940685131b302d5ba2c907ef355,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\67ad30c3359b377d1964a5add97d2dc96b855940685131b302d5ba2c907ef355,malware,Win32.EarthKrahang_20240404
6a4e32229e5ca41e8eca99cefe5beef3e3621c2199f8844b4d218c14b5481534,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\6a4e32229e5ca41e8eca99cefe5beef3e3621c2199f8844b4d218c14b5481534,malware,Win32.EarthKrahang_20240404
6c006620062b40b22d00e7e73a93e6a7fa66ce720093b44b4a0f3ef809fa2716,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\6c006620062b40b22d00e7e73a93e6a7fa66ce720093b44b4a0f3ef809fa2716,malware,Win32.EarthKrahang_20240404
6fd7697efc137faf2d3ad5d63ffe4743db70f905a71dbed76207beeeb04732f2,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\6fd7697efc137faf2d3ad5d63ffe4743db70f905a71dbed76207beeeb04732f2,malware,Win32.EarthKrahang_20240404
7102d6b76a4170203daa939072bba548960db436f85113cd1fca0bb554d95b3c,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\7102d6b76a4170203daa939072bba548960db436f85113cd1fca0bb554d95b3c,malware,Win32.EarthKrahang_20240404
7af402f4bd2b1a2d2d8b74fb7599860f3a90b7b6f66a519f2b4d31aeea2500aa,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\7af402f4bd2b1a2d2d8b74fb7599860f3a90b7b6f66a519f2b4d31aeea2500aa,malware,Win32.EarthKrahang_20240404
7e5b05d29c3aa2aa178c3cc0338ba52b39dc89dafadeec7301f187db0b060372,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\7e5b05d29c3aa2aa178c3cc0338ba52b39dc89dafadeec7301f187db0b060372,malware,Win32.EarthKrahang_20240404
804387e43fdd1bd45b35e65d52d86882d64956b0a286e8721da402062f95a9e3,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\804387e43fdd1bd45b35e65d52d86882d64956b0a286e8721da402062f95a9e3,malware,Win32.EarthKrahang_20240404
8218c23361e9f1b25ee1a93796ef471ca8ca5ac672b7db69ad05f42eb90b0b8d,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\8218c23361e9f1b25ee1a93796ef471ca8ca5ac672b7db69ad05f42eb90b0b8d,malware,Win32.EarthKrahang_20240404
82f7bcda95fcc0e690159a2fbd7b3e38ef3ff9105496498f86d1fa9ff4312846,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\82f7bcda95fcc0e690159a2fbd7b3e38ef3ff9105496498f86d1fa9ff4312846,malware,Win32.EarthKrahang_20240404
898a7527c065454ba9fad0e36469e12b214f5a3bd40a5ec7fcaf9b75afc34dce,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\898a7527c065454ba9fad0e36469e12b214f5a3bd40a5ec7fcaf9b75afc34dce,malware,Win32.EarthKrahang_20240404
9ada058a558b7cadb238fc2c259f204369cd604e927f9712fd51262ca6987cb1,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\9ada058a558b7cadb238fc2c259f204369cd604e927f9712fd51262ca6987cb1,malware,Win32.EarthKrahang_20240404
9d4e18ae979bdf6b57e685896b350b23c428d911eee14af133c3ee7d208f8a82,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\9d4e18ae979bdf6b57e685896b350b23c428d911eee14af133c3ee7d208f8a82,malware,Win32.EarthKrahang_20240404
a4f59d4d42e42b882068cacf8b70f314add963e2cbbf7a52e70df130bfe23dff,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\a4f59d4d42e42b882068cacf8b70f314add963e2cbbf7a52e70df130bfe23dff,malware,Win32.EarthKrahang_20240404
b1102ed4bca6dae6f2f498ade2f73f76af527fa803f0e0b46e100d4cf5150682,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\b1102ed4bca6dae6f2f498ade2f73f76af527fa803f0e0b46e100d4cf5150682,malware,Win32.EarthKrahang_20240404
b4c470be7e434dac0b61919a6b0c5b10cf7a01a22c5403c4540afdb5f2c79fab,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\b4c470be7e434dac0b61919a6b0c5b10cf7a01a22c5403c4540afdb5f2c79fab,malware,Win32.EarthKrahang_20240404
b8f2da1eefa09077d86a443ad688080b98672f171918c06e2b3652df783be03a,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\b8f2da1eefa09077d86a443ad688080b98672f171918c06e2b3652df783be03a,malware,Win32.EarthKrahang_20240404
bb4e7b0c969895fc9836640b80e2bdc6572d214ba2ee55b77588f8a4eedea5a4,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\bb4e7b0c969895fc9836640b80e2bdc6572d214ba2ee55b77588f8a4eedea5a4,malware,Win32.EarthKrahang_20240404
bc422a4e1b6a351ac6fe73d496015cfa6a9dbd5e38566c6f44a59faff83ee95a,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\bc422a4e1b6a351ac6fe73d496015cfa6a9dbd5e38566c6f44a59faff83ee95a,malware,Win32.EarthKrahang_20240404
c14f6ac5bcd8645eb80a612a6bf6d58c31b0e28e50be871f278c341ed1fa8c7c,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\c14f6ac5bcd8645eb80a612a6bf6d58c31b0e28e50be871f278c341ed1fa8c7c,malware,Win32.EarthKrahang_20240404
c377b79732e93f981998817e6f0e8664578b474445ba11b402c70b4b0357caab,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\c377b79732e93f981998817e6f0e8664578b474445ba11b402c70b4b0357caab,malware,Win32.EarthKrahang_20240404
c9d5dc956841e000bfd8762e2f0b48b66c79b79500e894b4efa7fb9ba17e4e9e,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\c9d5dc956841e000bfd8762e2f0b48b66c79b79500e894b4efa7fb9ba17e4e9e,malware,Win32.EarthKrahang_20240404
ccd4a648cc2c4a5bbcd148f9c182f4c9595440a41dd3ea289a11609063c86a6d,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\ccd4a648cc2c4a5bbcd148f9c182f4c9595440a41dd3ea289a11609063c86a6d,malware,Win32.EarthKrahang_20240404
d096c3a67634599bc47151f0e01a7423a3eb873377371b2b928c0d4f57635a1f,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\d096c3a67634599bc47151f0e01a7423a3eb873377371b2b928c0d4f57635a1f,malware,Win32.EarthKrahang_20240404
d176951b9ff3239b659ad57b729edb0845785e418852ecfeef1669f4c6fed61b,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\d176951b9ff3239b659ad57b729edb0845785e418852ecfeef1669f4c6fed61b,malware,Win32.EarthKrahang_20240404
d17fe5bc3042baf219e81cbbf991749dfcd8b6d73cf6506a8228e19910da3578,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\d17fe5bc3042baf219e81cbbf991749dfcd8b6d73cf6506a8228e19910da3578,malware,Win32.EarthKrahang_20240404
d2cc1135c314f526f88fbe19f25d94899d52de7e3422f334437f32388d040d71,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\d2cc1135c314f526f88fbe19f25d94899d52de7e3422f334437f32388d040d71,malware,Win32.EarthKrahang_20240404
d31d135bc450eafa698e6b7fb5d11b4926948163af09122ca1c568284d8b33b3,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\d31d135bc450eafa698e6b7fb5d11b4926948163af09122ca1c568284d8b33b3,malware,Win32.EarthKrahang_20240404
dd469fbf68f6bf71e495b3e497e31d17aa1d0af918a943f8637dd3304f840740,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\dd469fbf68f6bf71e495b3e497e31d17aa1d0af918a943f8637dd3304f840740,malware,Win32.EarthKrahang_20240404
e0f109836a025d4531ea895cebecc9bdefb84a0cc747861986c4bc231e1d4213,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\e0f109836a025d4531ea895cebecc9bdefb84a0cc747861986c4bc231e1d4213,malware,Win32.EarthKrahang_20240404
ee41eb21f439b1168ae815ca067ee91d84d6947397d71e214edc6868dbf4f272,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\ee41eb21f439b1168ae815ca067ee91d84d6947397d71e214edc6868dbf4f272,malware,Win32.EarthKrahang_20240404
ef4a2cfe4d9d3495d4957a65299f608f7b823fab0699fded728fd3900c0b2bb4,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\ef4a2cfe4d9d3495d4957a65299f608f7b823fab0699fded728fd3900c0b2bb4,malware,Win32.EarthKrahang_20240404
f4ea99dc41cb7922d01955eef9303ec3a24b88c3318138855346de1e830ed09e,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\f4ea99dc41cb7922d01955eef9303ec3a24b88c3318138855346de1e830ed09e,malware,Win32.EarthKrahang_20240404
f5b6c0d73c513c3c8efbcc967d7f6865559e90d59fb78b2b15394f22fd7315cb,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\f5b6c0d73c513c3c8efbcc967d7f6865559e90d59fb78b2b15394f22fd7315cb,malware,Win32.EarthKrahang_20240404
f66a6b49a23cf3cc842a84d955c0292e7d1c0718ec4e78d4513e18b6c53a94ac,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\f66a6b49a23cf3cc842a84d955c0292e7d1c0718ec4e78d4513e18b6c53a94ac,malware,Win32.EarthKrahang_20240404
fe4fad660bb44e108ab07d812f8b1bbf16852c1b881a5e721a9f811cae317f39,C:\samples\malware\EarthKrahang_20240404\Win32.EarthKrahang_20240404\fe4fad660bb44e108ab07d812f8b1bbf16852c1b881a5e721a9f811cae317f39,malware,Win32.EarthKrahang_20240404
EquationLaser_32C53DF631217D0B5F9F46D3A9246715,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\EquationLaser\EquationLaser_32C53DF631217D0B5F9F46D3A9246715,malware,EquationLaser
EquationLaser_45DF8669908A259A22C44278C2289721,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\EquationLaser\EquationLaser_45DF8669908A259A22C44278C2289721,malware,EquationLaser
EquationLaser_6480843080ADD60B825EFE0532DC727B,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\EquationLaser\EquationLaser_6480843080ADD60B825EFE0532DC727B,malware,EquationLaser
EquationLaser_8E2C06B52F530C9F9B5C2C743A5BB28A,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\EquationLaser\EquationLaser_8E2C06B52F530C9F9B5C2C743A5BB28A,malware,EquationLaser
EquationLaser_C96284363374597A3AC4B07C77E8325B,C:\samples\malware\EquationGroup\Equation_KasperskyReport_and_Additionalsamples\AdditionalSamples\EquationLaser\EquationLaser_C96284363374597A3AC4B07C77E8325B,malware,EquationLaser
