Sample,FullPath,Label,Malware_Class,Num_Sections,Non_Standard_Sections,Size_Mismatch_Count,Avg_Entropy,Packed,Num_Imported_DLLs,Num_Imported_APIs,DLLs,APIs
Potao_FakeTrueCryptSetup_BABD17701CBE876149DC07E68EC7CA4F,C:\samples\malware\PotaoExpress\Potao Express\Potao_FakeTrueCryptSetup\Potao_FakeTrueCryptSetup_BABD17701CBE876149DC07E68EC7CA4F,malware,Potao_FakeTrueCryptSetup,4,0,4,5.721,0,10,279,"ADVAPI32.dll,COMCTL32.dll,GDI32.dll,KERNEL32.dll,OLEAUT32.dll,SETUPAPI.dll,SHELL32.dll,SHLWAPI.dll,USER32.dll,ole32.dll","AdjustTokenPrivileges,AppendMenuA,AppendMenuW,BeginPaint,BitBlt,CallWindowProcA,ChangeServiceConfigA,CharNextA,CloseHandle,CloseServiceHandle,CoCreateInstance,CoInitialize,CoTaskMemAlloc,CoTaskMemFree,CoTaskMemRealloc,CoUninitialize,CompareStringA,CompareStringW,ControlService,CopyFileA,CreateCompatibleBitmap,CreateCompatibleDC,CreateDialogParamW,CreateDirectoryA,CreateFileA,CreateFileW,CreateFontIndirectW,CreateMutexA,CreatePipe,CreateProcessA,CreateServiceA,CreateSolidBrush,CreateThread,CryptAcquireContextA,CryptGenRandom,CryptReleaseContext,DefDlgProcA,DeleteCriticalSection,DeleteDC,DeleteFileA,DeleteObject,DeleteService,DestroyWindow,DeviceIoControl,DialogBoxParamW,EnableWindow,EndDialog,EndPaint,EnterCriticalSection,EnumChildWindows,EnumSystemLocalesA,EnumWindows,ExitProcess,ExitThread,ExitWindowsEx,FileTimeToLocalFileTime,FileTimeToSystemTime,FillRect,FindClose,FindFirstFileA,FindFirstFileW,FindFirstVolumeW,FindNextFileW,FindNextVolumeW,FindResourceA,FindVolumeClose,FlushFileBuffers,FormatMessageA,FormatMessageW,FreeEnvironmentStringsA,FreeEnvironmentStringsW,FreeLibrary,GetACP,GetCPInfo,GetClassInfoA,GetClassNameA,GetClientRect,GetCommandLineA,GetConsoleCP,GetConsoleMode,GetConsoleOutputCP,GetCurrentDirectoryA,GetCurrentObject,GetCurrentProcess,GetCurrentProcessId,GetCurrentThread,GetCurrentThreadId,GetDC,GetDeviceCaps,GetDlgCtrlID,GetDlgItem,GetDriveTypeA,GetEnvironmentStrings,GetEnvironmentStringsW,GetFileAttributesA,GetFileAttributesW,GetFileInformationByHandle,GetFileSize,GetFileSizeEx,GetFileTime,GetFileType,GetFullPathNameA,GetKeyState,GetLastError,GetLocaleInfoA,GetLocaleInfoW,GetModuleFileNameA,GetModuleFileNameW,GetModuleHandleA,GetModuleHandleW,GetOEMCP,GetObjectA,GetParent,GetProcAddress,GetProcessHeap,GetShortPathNameA,GetStartupInfoA,GetStdHandle,GetStockObject,GetStringTypeA,GetStringTypeW,GetSystemDirectoryA,GetSystemInfo,GetSystemMenu,GetSystemMetrics,GetSystemTimeAsFileTime,GetTempPathA,GetTextExtentPoint32W,GetTextMetricsA,GetTickCount,GetTimeZoneInformation,GetUserDefaultLCID,GetVersionExA,GetVolumeInformationA,GetVolumePathNameA,GetWindowInfo,GetWindowLongA,GetWindowRect,GetWindowTextA,GetWindowTextLengthA,GetWindowTextW,GetWindowsDirectoryA,HeapAlloc,HeapCreate,HeapFree,HeapReAlloc,HeapSize,InitializeCriticalSection,InitializeCriticalSectionAndSpinCount,InterlockedCompareExchange,InterlockedDecrement,InterlockedExchange,InterlockedIncrement,InvalidateRect,IsDBCSLeadByte,IsDebuggerPresent,IsValidCodePage,IsValidLocale,LCMapStringA,LCMapStringW,LeaveCriticalSection,LoadBitmapA,LoadCursorA,LoadIconA,LoadLibraryA,LoadLibraryExA,LoadResource,LoadTypeLib,LocalFree,LockResource,LookupPrivilegeValueA,MapDialogRect,MessageBeep,MessageBoxA,MessageBoxW,MoveFileA,MoveWindow,MultiByteToWideChar,OleInitialize,OleUninitialize,OpenProcessToken,OpenSCManagerA,OpenServiceA,PostMessageA,PropVariantClear,QueryDosDeviceW,QueryPerformanceCounter,QueryServiceStatus,RaiseException,ReadFile,RegCloseKey,RegCreateKeyExA,RegDeleteKeyA,RegDeleteValueA,RegEnumKeyExA,RegOpenKeyExA,RegQueryInfoKeyA,RegQueryValueExA,RegSetValueExA,RegisterClassA,RegisterTypeLib,ReleaseDC,ReleaseMutex,RemoveDirectoryA,ResumeThread,RtlUnwind,SHBrowseForFolderW,SHChangeNotify,SHGetFolderPathA,SHGetMalloc,SHGetPathFromIDListA,SHGetSpecialFolderLocation,SHGetSpecialFolderPathA,SHStrDupW,SelectObject,SendDlgItemMessageA,SendDlgItemMessageW,SendMessageA,SendMessageW,SetBkColor,SetBkMode,SetCurrentDirectoryA,SetCursor,SetDlgItemTextA,SetEndOfFile,SetEnvironmentVariableA,SetErrorMode,SetFilePointer,SetFilePointerEx,SetFileTime,SetFocus,SetHandleCount,SetHandleInformation,SetLastError,SetMapMode,SetStdHandle,SetStretchBltMode,SetTextAlign,SetTextColor,SetUnhandledExceptionFilter,SetWindowLongA,SetWindowPos,SetWindowTextA,SetWindowTextW,SetupCloseInfFile,SetupDiOpenClassRegKey,SetupInstallFromInfSectionA,SetupOpenInfFileA,ShellExecuteA,ShowWindow,SizeofResource,Sleep,StartServiceA,StretchBlt,SystemParametersInfoW,TerminateProcess,TextOutW,TlsAlloc,TlsFree,TlsGetValue,TlsSetValue,TrackMouseEvent,UnRegisterTypeLib,UnhandledExceptionFilter,UnregisterClassA,VarUI4FromStr,VirtualAlloc,VirtualFree,VirtualProtect,VirtualQuery,WaitForSingleObject,WideCharToMultiByte,WriteConsoleA,WriteConsoleW,WriteFile,lstrcmpiA,lstrlenA,lstrlenW,wsprintfW"
Potao_FakeTrueCryptSetup_CFC8901FE6A9A8299087BFC73AE8909E,C:\samples\malware\PotaoExpress\Potao Express\Potao_FakeTrueCryptSetup\Potao_FakeTrueCryptSetup_CFC8901FE6A9A8299087BFC73AE8909E,malware,Potao_FakeTrueCryptSetup,4,0,4,5.721,0,10,279,"ADVAPI32.dll,COMCTL32.dll,GDI32.dll,KERNEL32.dll,OLEAUT32.dll,SETUPAPI.dll,SHELL32.dll,SHLWAPI.dll,USER32.dll,ole32.dll","AdjustTokenPrivileges,AppendMenuA,AppendMenuW,BeginPaint,BitBlt,CallWindowProcA,ChangeServiceConfigA,CharNextA,CloseHandle,CloseServiceHandle,CoCreateInstance,CoInitialize,CoTaskMemAlloc,CoTaskMemFree,CoTaskMemRealloc,CoUninitialize,CompareStringA,CompareStringW,ControlService,CopyFileA,CreateCompatibleBitmap,CreateCompatibleDC,CreateDialogParamW,CreateDirectoryA,CreateFileA,CreateFileW,CreateFontIndirectW,CreateMutexA,CreatePipe,CreateProcessA,CreateServiceA,CreateSolidBrush,CreateThread,CryptAcquireContextA,CryptGenRandom,CryptReleaseContext,DefDlgProcA,DeleteCriticalSection,DeleteDC,DeleteFileA,DeleteObject,DeleteService,DestroyWindow,DeviceIoControl,DialogBoxParamW,EnableWindow,EndDialog,EndPaint,EnterCriticalSection,EnumChildWindows,EnumSystemLocalesA,EnumWindows,ExitProcess,ExitThread,ExitWindowsEx,FileTimeToLocalFileTime,FileTimeToSystemTime,FillRect,FindClose,FindFirstFileA,FindFirstFileW,FindFirstVolumeW,FindNextFileW,FindNextVolumeW,FindResourceA,FindVolumeClose,FlushFileBuffers,FormatMessageA,FormatMessageW,FreeEnvironmentStringsA,FreeEnvironmentStringsW,FreeLibrary,GetACP,GetCPInfo,GetClassInfoA,GetClassNameA,GetClientRect,GetCommandLineA,GetConsoleCP,GetConsoleMode,GetConsoleOutputCP,GetCurrentDirectoryA,GetCurrentObject,GetCurrentProcess,GetCurrentProcessId,GetCurrentThread,GetCurrentThreadId,GetDC,GetDeviceCaps,GetDlgCtrlID,GetDlgItem,GetDriveTypeA,GetEnvironmentStrings,GetEnvironmentStringsW,GetFileAttributesA,GetFileAttributesW,GetFileInformationByHandle,GetFileSize,GetFileSizeEx,GetFileTime,GetFileType,GetFullPathNameA,GetKeyState,GetLastError,GetLocaleInfoA,GetLocaleInfoW,GetModuleFileNameA,GetModuleFileNameW,GetModuleHandleA,GetModuleHandleW,GetOEMCP,GetObjectA,GetParent,GetProcAddress,GetProcessHeap,GetShortPathNameA,GetStartupInfoA,GetStdHandle,GetStockObject,GetStringTypeA,GetStringTypeW,GetSystemDirectoryA,GetSystemInfo,GetSystemMenu,GetSystemMetrics,GetSystemTimeAsFileTime,GetTempPathA,GetTextExtentPoint32W,GetTextMetricsA,GetTickCount,GetTimeZoneInformation,GetUserDefaultLCID,GetVersionExA,GetVolumeInformationA,GetVolumePathNameA,GetWindowInfo,GetWindowLongA,GetWindowRect,GetWindowTextA,GetWindowTextLengthA,GetWindowTextW,GetWindowsDirectoryA,HeapAlloc,HeapCreate,HeapFree,HeapReAlloc,HeapSize,InitializeCriticalSection,InitializeCriticalSectionAndSpinCount,InterlockedCompareExchange,InterlockedDecrement,InterlockedExchange,InterlockedIncrement,InvalidateRect,IsDBCSLeadByte,IsDebuggerPresent,IsValidCodePage,IsValidLocale,LCMapStringA,LCMapStringW,LeaveCriticalSection,LoadBitmapA,LoadCursorA,LoadIconA,LoadLibraryA,LoadLibraryExA,LoadResource,LoadTypeLib,LocalFree,LockResource,LookupPrivilegeValueA,MapDialogRect,MessageBeep,MessageBoxA,MessageBoxW,MoveFileA,MoveWindow,MultiByteToWideChar,OleInitialize,OleUninitialize,OpenProcessToken,OpenSCManagerA,OpenServiceA,PostMessageA,PropVariantClear,QueryDosDeviceW,QueryPerformanceCounter,QueryServiceStatus,RaiseException,ReadFile,RegCloseKey,RegCreateKeyExA,RegDeleteKeyA,RegDeleteValueA,RegEnumKeyExA,RegOpenKeyExA,RegQueryInfoKeyA,RegQueryValueExA,RegSetValueExA,RegisterClassA,RegisterTypeLib,ReleaseDC,ReleaseMutex,RemoveDirectoryA,ResumeThread,RtlUnwind,SHBrowseForFolderW,SHChangeNotify,SHGetFolderPathA,SHGetMalloc,SHGetPathFromIDListA,SHGetSpecialFolderLocation,SHGetSpecialFolderPathA,SHStrDupW,SelectObject,SendDlgItemMessageA,SendDlgItemMessageW,SendMessageA,SendMessageW,SetBkColor,SetBkMode,SetCurrentDirectoryA,SetCursor,SetDlgItemTextA,SetEndOfFile,SetEnvironmentVariableA,SetErrorMode,SetFilePointer,SetFilePointerEx,SetFileTime,SetFocus,SetHandleCount,SetHandleInformation,SetLastError,SetMapMode,SetStdHandle,SetStretchBltMode,SetTextAlign,SetTextColor,SetUnhandledExceptionFilter,SetWindowLongA,SetWindowPos,SetWindowTextA,SetWindowTextW,SetupCloseInfFile,SetupDiOpenClassRegKey,SetupInstallFromInfSectionA,SetupOpenInfFileA,ShellExecuteA,ShowWindow,SizeofResource,Sleep,StartServiceA,StretchBlt,SystemParametersInfoW,TerminateProcess,TextOutW,TlsAlloc,TlsFree,TlsGetValue,TlsSetValue,TrackMouseEvent,UnRegisterTypeLib,UnhandledExceptionFilter,UnregisterClassA,VarUI4FromStr,VirtualAlloc,VirtualFree,VirtualProtect,VirtualQuery,WaitForSingleObject,WideCharToMultiByte,WriteConsoleA,WriteConsoleW,WriteFile,lstrcmpiA,lstrlenA,lstrlenW,wsprintfW"
Potao_FakeTrueCryptSetup_F34B77F7B2233EE6F727D59FB28F438A,C:\samples\malware\PotaoExpress\Potao Express\Potao_FakeTrueCryptSetup\Potao_FakeTrueCryptSetup_F34B77F7B2233EE6F727D59FB28F438A,malware,Potao_FakeTrueCryptSetup,4,0,4,5.721,0,10,279,"ADVAPI32.dll,COMCTL32.dll,GDI32.dll,KERNEL32.dll,OLEAUT32.dll,SETUPAPI.dll,SHELL32.dll,SHLWAPI.dll,USER32.dll,ole32.dll","AdjustTokenPrivileges,AppendMenuA,AppendMenuW,BeginPaint,BitBlt,CallWindowProcA,ChangeServiceConfigA,CharNextA,CloseHandle,CloseServiceHandle,CoCreateInstance,CoInitialize,CoTaskMemAlloc,CoTaskMemFree,CoTaskMemRealloc,CoUninitialize,CompareStringA,CompareStringW,ControlService,CopyFileA,CreateCompatibleBitmap,CreateCompatibleDC,CreateDialogParamW,CreateDirectoryA,CreateFileA,CreateFileW,CreateFontIndirectW,CreateMutexA,CreatePipe,CreateProcessA,CreateServiceA,CreateSolidBrush,CreateThread,CryptAcquireContextA,CryptGenRandom,CryptReleaseContext,DefDlgProcA,DeleteCriticalSection,DeleteDC,DeleteFileA,DeleteObject,DeleteService,DestroyWindow,DeviceIoControl,DialogBoxParamW,EnableWindow,EndDialog,EndPaint,EnterCriticalSection,EnumChildWindows,EnumSystemLocalesA,EnumWindows,ExitProcess,ExitThread,ExitWindowsEx,FileTimeToLocalFileTime,FileTimeToSystemTime,FillRect,FindClose,FindFirstFileA,FindFirstFileW,FindFirstVolumeW,FindNextFileW,FindNextVolumeW,FindResourceA,FindVolumeClose,FlushFileBuffers,FormatMessageA,FormatMessageW,FreeEnvironmentStringsA,FreeEnvironmentStringsW,FreeLibrary,GetACP,GetCPInfo,GetClassInfoA,GetClassNameA,GetClientRect,GetCommandLineA,GetConsoleCP,GetConsoleMode,GetConsoleOutputCP,GetCurrentDirectoryA,GetCurrentObject,GetCurrentProcess,GetCurrentProcessId,GetCurrentThread,GetCurrentThreadId,GetDC,GetDeviceCaps,GetDlgCtrlID,GetDlgItem,GetDriveTypeA,GetEnvironmentStrings,GetEnvironmentStringsW,GetFileAttributesA,GetFileAttributesW,GetFileInformationByHandle,GetFileSize,GetFileSizeEx,GetFileTime,GetFileType,GetFullPathNameA,GetKeyState,GetLastError,GetLocaleInfoA,GetLocaleInfoW,GetModuleFileNameA,GetModuleFileNameW,GetModuleHandleA,GetModuleHandleW,GetOEMCP,GetObjectA,GetParent,GetProcAddress,GetProcessHeap,GetShortPathNameA,GetStartupInfoA,GetStdHandle,GetStockObject,GetStringTypeA,GetStringTypeW,GetSystemDirectoryA,GetSystemInfo,GetSystemMenu,GetSystemMetrics,GetSystemTimeAsFileTime,GetTempPathA,GetTextExtentPoint32W,GetTextMetricsA,GetTickCount,GetTimeZoneInformation,GetUserDefaultLCID,GetVersionExA,GetVolumeInformationA,GetVolumePathNameA,GetWindowInfo,GetWindowLongA,GetWindowRect,GetWindowTextA,GetWindowTextLengthA,GetWindowTextW,GetWindowsDirectoryA,HeapAlloc,HeapCreate,HeapFree,HeapReAlloc,HeapSize,InitializeCriticalSection,InitializeCriticalSectionAndSpinCount,InterlockedCompareExchange,InterlockedDecrement,InterlockedExchange,InterlockedIncrement,InvalidateRect,IsDBCSLeadByte,IsDebuggerPresent,IsValidCodePage,IsValidLocale,LCMapStringA,LCMapStringW,LeaveCriticalSection,LoadBitmapA,LoadCursorA,LoadIconA,LoadLibraryA,LoadLibraryExA,LoadResource,LoadTypeLib,LocalFree,LockResource,LookupPrivilegeValueA,MapDialogRect,MessageBeep,MessageBoxA,MessageBoxW,MoveFileA,MoveWindow,MultiByteToWideChar,OleInitialize,OleUninitialize,OpenProcessToken,OpenSCManagerA,OpenServiceA,PostMessageA,PropVariantClear,QueryDosDeviceW,QueryPerformanceCounter,QueryServiceStatus,RaiseException,ReadFile,RegCloseKey,RegCreateKeyExA,RegDeleteKeyA,RegDeleteValueA,RegEnumKeyExA,RegOpenKeyExA,RegQueryInfoKeyA,RegQueryValueExA,RegSetValueExA,RegisterClassA,RegisterTypeLib,ReleaseDC,ReleaseMutex,RemoveDirectoryA,ResumeThread,RtlUnwind,SHBrowseForFolderW,SHChangeNotify,SHGetFolderPathA,SHGetMalloc,SHGetPathFromIDListA,SHGetSpecialFolderLocation,SHGetSpecialFolderPathA,SHStrDupW,SelectObject,SendDlgItemMessageA,SendDlgItemMessageW,SendMessageA,SendMessageW,SetBkColor,SetBkMode,SetCurrentDirectoryA,SetCursor,SetDlgItemTextA,SetEndOfFile,SetEnvironmentVariableA,SetErrorMode,SetFilePointer,SetFilePointerEx,SetFileTime,SetFocus,SetHandleCount,SetHandleInformation,SetLastError,SetMapMode,SetStdHandle,SetStretchBltMode,SetTextAlign,SetTextColor,SetUnhandledExceptionFilter,SetWindowLongA,SetWindowPos,SetWindowTextA,SetWindowTextW,SetupCloseInfFile,SetupDiOpenClassRegKey,SetupInstallFromInfSectionA,SetupOpenInfFileA,ShellExecuteA,ShowWindow,SizeofResource,Sleep,StartServiceA,StretchBlt,SystemParametersInfoW,TerminateProcess,TextOutW,TlsAlloc,TlsFree,TlsGetValue,TlsSetValue,TrackMouseEvent,UnRegisterTypeLib,UnhandledExceptionFilter,UnregisterClassA,VarUI4FromStr,VirtualAlloc,VirtualFree,VirtualProtect,VirtualQuery,WaitForSingleObject,WideCharToMultiByte,WriteConsoleA,WriteConsoleW,WriteFile,lstrcmpiA,lstrlenA,lstrlenW,wsprintfW"
Potao_OtherDroppers_02D438DF779AFFDDAF02CA995C60CECB,C:\samples\malware\PotaoExpress\Potao Express\Potao_OtherDroppers\Potao_OtherDroppers_02D438DF779AFFDDAF02CA995C60CECB,malware,Potao_OtherDroppers,4,0,4,5.964,0,3,24,"KERNEL32.dll,MSVCRT.dll,USER32.dll","??2@YAPAXI@Z,??3@YAXPAX@Z,CreateWindowExA,DefWindowProcA,DestroyWindow,DispatchMessageA,FindWindowA,GetMessageA,GetModuleHandleA,GetWindowTextA,LoadCursorA,LoadIconA,RaiseException,RegisterClassExA,ShowWindow,TranslateMessage,UnregisterClassA,UpdateWindow,_except_handler3,_strdup,memset,sprintf,strcmp,strlen"
Potao_OtherDroppers_043F99A875424CA0023A21739DBA51EF,C:\samples\malware\PotaoExpress\Potao Express\Potao_OtherDroppers\Potao_OtherDroppers_043F99A875424CA0023A21739DBA51EF,malware,Potao_OtherDroppers,4,0,4,4.745,0,3,37,"KERNEL32.dll,MSVCRT.dll,USER32.dll","??2@YAPAXI@Z,??3@YAXPAX@Z,CreateWindowExA,DefWindowProcA,DestroyWindow,DispatchMessageA,FindWindowA,GetMessageA,GetModuleHandleA,GetStartupInfoA,GetWindowTextA,LoadCursorA,LoadIconA,MessageBoxA,RegisterClassExA,ShowWindow,TranslateMessage,UnregisterClassA,UpdateWindow,_XcptFilter,__getmainargs,__p__commode,__p__fmode,__set_app_type,__setusermatherr,_acmdln,_adjust_fdiv,_controlfp,_except_handler3,_exit,_initterm,_strdup,exit,memset,sprintf,strcmp,strlen"
Potao_OtherDroppers_11B4E7EA6BAE19A29343AE3FF3FB00CA,C:\samples\malware\PotaoExpress\Potao Express\Potao_OtherDroppers\Potao_OtherDroppers_11B4E7EA6BAE19A29343AE3FF3FB00CA,malware,Potao_OtherDroppers,5,0,5,4.647,0,3,89,"KERNEL32.dll,MSVCRT.dll,USER32.dll","??2@YAPAXI@Z,??3@YAXPAX@Z,CloseHandle,CreateDialogParamA,CreateFileW,CreateWindowExA,DecodePointer,DefDlgProcA,DefWindowProcA,DeleteCriticalSection,DestroyWindow,DialogBoxParamA,DispatchMessageA,DrawEdge,EnableWindow,EncodePointer,EndDialog,EnterCriticalSection,ExitProcess,FindWindowA,FlushFileBuffers,GetACP,GetCPInfo,GetConsoleCP,GetConsoleMode,GetCurrentProcess,GetCurrentThreadId,GetDesktopWindow,GetDlgItemTextA,GetLastError,GetMessageA,GetModuleFileNameW,GetModuleHandleA,GetModuleHandleExW,GetOEMCP,GetParent,GetProcAddress,GetStdHandle,GetStringTypeW,GetWindowLongA,GetWindowPlacement,GetWindowTextA,HeapAlloc,HeapFree,InitializeCriticalSectionAndSpinCount,InterlockedDecrement,InterlockedIncrement,IsDebuggerPresent,IsDialogMessageA,IsProcessorFeaturePresent,IsValidCodePage,LCMapStringW,LeaveCriticalSection,LoadCursorA,LoadIconA,LoadLibraryExW,LoadLibraryW,MessageBoxA,MoveWindow,MultiByteToWideChar,OutputDebugStringW,PostQuitMessage,RegisterClassExA,RegisterWindowMessageA,RtlUnwind,SetActiveWindow,SetCapture,SetFilePointerEx,SetFocus,SetLastError,SetStdHandle,SetUnhandledExceptionFilter,SetWindowPlacement,ShowWindow,Sleep,TerminateProcess,TlsGetValue,TlsSetValue,TranslateMessage,UnhandledExceptionFilter,UnregisterClassA,UpdateWindow,WideCharToMultiByte,WriteConsoleW,WriteFile,_except_handler3,_strdup,memset,sprintf"
Potao_OtherDroppers_1AB8D45656E245ACA4E59AA0519F6BA0,C:\samples\malware\PotaoExpress\Potao Express\Potao_OtherDroppers\Potao_OtherDroppers_1AB8D45656E245ACA4E59AA0519F6BA0,malware,Potao_OtherDroppers,5,1,5,5.81,0,4,29,"KERNEL32.dll,MSVCRT.dll,SHELL32.dll,USER32.dll","??2@YAPAXI@Z,CreateDirectoryA,CreateWindowExA,DefWindowProcA,DeleteFileA,DestroyWindow,DispatchMessageA,FindWindowA,GetEnvironmentVariableA,GetMessageA,GetWindowTextA,LoadCursorA,LoadIconA,MessageBoxA,MoveFileA,RegisterClassExA,SHGetFolderPathA,ShowWindow,TranslateMessage,UnregisterClassA,UpdateWindow,_except_handler3,_strdup,calloc,free,memset,sprintf,strcmp,strlen"
Potao_OtherDroppers_27D74523B182AE630C4E5236897E11F3,C:\samples\malware\PotaoExpress\Potao Express\Potao_OtherDroppers\Potao_OtherDroppers_27D74523B182AE630C4E5236897E11F3,malware,Potao_OtherDroppers,5,0,5,4.446,0,6,78,"COMCTL32.dll,GDI32.dll,KERNEL32.dll,MSVCRT.dll,SHELL32.dll,USER32.dll","??2@YAPAXI@Z,??3@YAXPAX@Z,CloseHandle,CreateDCA,CreateFileW,CreateWindowExA,DecodePointer,DefWindowProcA,DeleteCriticalSection,DestroyWindow,DispatchMessageA,EncodePointer,EnterCriticalSection,EnumDisplayDevicesA,ExitProcess,FindWindowA,FlushFileBuffers,GetACP,GetCPInfo,GetCapture,GetConsoleCP,GetConsoleMode,GetCurrentProcess,GetCurrentThreadId,GetDC,GetLastError,GetMessageA,GetModuleFileNameW,GetModuleHandleA,GetModuleHandleExW,GetModuleHandleW,GetOEMCP,GetProcAddress,GetStdHandle,GetStringTypeW,GetWindowTextA,HeapAlloc,HeapFree,InitializeCriticalSectionAndSpinCount,InterlockedDecrement,InterlockedIncrement,IsDebuggerPresent,IsProcessorFeaturePresent,IsValidCodePage,LCMapStringW,LeaveCriticalSection,LoadCursorA,LoadIconA,LoadLibraryExW,LoadLibraryW,MessageBoxA,MultiByteToWideChar,OutputDebugStringW,RegisterClassExA,ReleaseDC,RtlUnwind,SHGetFolderPathA,SetFilePointerEx,SetLastError,SetStdHandle,SetUnhandledExceptionFilter,ShowWindow,Sleep,TerminateProcess,TlsGetValue,TlsSetValue,TranslateMessage,UnhandledExceptionFilter,UnregisterClassA,UpdateWindow,WideCharToMultiByte,WriteConsoleW,WriteFile,_except_handler3,_strdup,memset,sprintf,strcmp"
Potao_OtherDroppers_360DF4C2F2B99052C07E08EDBE15AB2C,C:\samples\malware\PotaoExpress\Potao Express\Potao_OtherDroppers\Potao_OtherDroppers_360DF4C2F2B99052C07E08EDBE15AB2C,malware,Potao_OtherDroppers,5,0,5,4.632,0,3,89,"KERNEL32.dll,MSVCRT.dll,USER32.dll","??2@YAPAXI@Z,??3@YAXPAX@Z,CloseHandle,CreateDialogParamA,CreateFileW,CreateWindowExA,DecodePointer,DefDlgProcA,DefWindowProcA,DeleteCriticalSection,DestroyWindow,DialogBoxParamA,DispatchMessageA,DrawEdge,EnableWindow,EncodePointer,EndDialog,EnterCriticalSection,ExitProcess,FindWindowA,FlushFileBuffers,GetACP,GetCPInfo,GetConsoleCP,GetConsoleMode,GetCurrentProcess,GetCurrentThreadId,GetDesktopWindow,GetDlgItemTextA,GetLastError,GetMessageA,GetModuleFileNameW,GetModuleHandleA,GetModuleHandleExW,GetOEMCP,GetParent,GetProcAddress,GetStdHandle,GetStringTypeW,GetWindowLongA,GetWindowPlacement,GetWindowTextA,HeapAlloc,HeapFree,InitializeCriticalSectionAndSpinCount,InterlockedDecrement,InterlockedIncrement,IsDebuggerPresent,IsDialogMessageA,IsProcessorFeaturePresent,IsValidCodePage,LCMapStringW,LeaveCriticalSection,LoadCursorA,LoadIconA,LoadLibraryExW,LoadLibraryW,MessageBoxA,MoveWindow,MultiByteToWideChar,OutputDebugStringW,PostQuitMessage,RegisterClassExA,RegisterWindowMessageA,RtlUnwind,SetActiveWindow,SetCapture,SetFilePointerEx,SetFocus,SetLastError,SetStdHandle,SetUnhandledExceptionFilter,SetWindowPlacement,ShowWindow,Sleep,TerminateProcess,TlsGetValue,TlsSetValue,TranslateMessage,UnhandledExceptionFilter,UnregisterClassA,UpdateWindow,WideCharToMultiByte,WriteConsoleW,WriteFile,_except_handler3,_strdup,memset,sprintf"
Potao_OtherDroppers_38E708FEA8016520CB25D3CB933F2244,C:\samples\malware\PotaoExpress\Potao Express\Potao_OtherDroppers\Potao_OtherDroppers_38E708FEA8016520CB25D3CB933F2244,malware,Potao_OtherDroppers,5,0,5,4.282,0,3,55,"KERNEL32.dll,MSVCRT.dll,USER32.dll","??2@YAPAXI@Z,??3@YAXPAX@Z,CloseHandle,CreateFileW,DecodePointer,DefWindowProcA,DeleteCriticalSection,EncodePointer,EnterCriticalSection,ExitProcess,FlushFileBuffers,GetACP,GetCPInfo,GetConsoleCP,GetConsoleMode,GetCurrentProcess,GetCurrentThreadId,GetLastError,GetModuleFileNameW,GetModuleHandleA,GetModuleHandleExW,GetOEMCP,GetProcAddress,GetStdHandle,GetStringTypeW,HeapAlloc,HeapFree,InitializeCriticalSectionAndSpinCount,InterlockedDecrement,InterlockedIncrement,IsDebuggerPresent,IsProcessorFeaturePresent,IsValidCodePage,LCMapStringW,LeaveCriticalSection,LoadLibraryA,LoadLibraryExW,LoadLibraryW,MultiByteToWideChar,OutputDebugStringW,RtlUnwind,SetFilePointerEx,SetLastError,SetStdHandle,SetUnhandledExceptionFilter,Sleep,TerminateProcess,TlsGetValue,TlsSetValue,UnhandledExceptionFilter,WideCharToMultiByte,WriteConsoleW,WriteFile,_except_handler3,sprintf"
Potao_OtherDroppers_6BA88E8E74B12C914483C026AE92EB42,C:\samples\malware\PotaoExpress\Potao Express\Potao_OtherDroppers\Potao_OtherDroppers_6BA88E8E74B12C914483C026AE92EB42,malware,Potao_OtherDroppers,5,0,5,4.586,0,3,70,"KERNEL32.dll,MSVCRT.dll,USER32.dll","??2@YAPAXI@Z,??3@YAXPAX@Z,CloseHandle,CreateFileW,CreateWindowExA,DecodePointer,DefWindowProcA,DeleteCriticalSection,DestroyWindow,DispatchMessageA,EncodePointer,EnterCriticalSection,ExitProcess,FindWindowA,FlushFileBuffers,GetACP,GetCPInfo,GetConsoleCP,GetConsoleMode,GetCurrentProcess,GetCurrentThreadId,GetLastError,GetMessageA,GetModuleFileNameW,GetModuleHandleA,GetModuleHandleExW,GetOEMCP,GetProcAddress,GetStdHandle,GetStringTypeW,GetWindowTextA,HeapAlloc,HeapFree,InitializeCriticalSectionAndSpinCount,InterlockedDecrement,InterlockedIncrement,IsDebuggerPresent,IsProcessorFeaturePresent,IsValidCodePage,LCMapStringW,LeaveCriticalSection,LoadCursorA,LoadIconA,LoadLibraryExW,LoadLibraryW,MultiByteToWideChar,OutputDebugStringW,RegisterClassExA,RtlUnwind,SetFilePointerEx,SetLastError,SetStdHandle,SetUnhandledExceptionFilter,ShowWindow,Sleep,TerminateProcess,TlsGetValue,TlsSetValue,TranslateMessage,UnhandledExceptionFilter,UnregisterClassA,UpdateWindow,WideCharToMultiByte,WriteConsoleW,WriteFile,_except_handler3,_strdup,memset,sprintf,strcmp"
